DocumentID	DocumentTitleEn	DocumentTitleAr
D725	Flag of Mexico	علم المكسيك
D726	Destination marketing organization	none
D727	Elk	الإلكة
D728	United States Constitution	دستور الولايات المتحدة
D729	George Washington University	جامعة جورج واشنطن
D730	Measuring instrument	جهاز قياس
D731	Multicam	none
D732	Lion	أسد
D733	Islam in the United Kingdom	الإسلام في المملكة المتحدة
D734	Interstate 75 in Florida	none
D735	American football	كرة القدم الأمريكية
D736	History of video game consoles (seventh generation)	none
D737	Sgt. Pepper's Lonely Hearts Club Band	none
D738	Temporal lobe	فص صدغي
D739	Human lung	none
D740	JPMorgan Chase	جي بي مورغان تشيس
D741	Battle of Iwo Jima	معركة ايو جيما
D742	Margarita	مارغريتا
D743	Burgundy (color)	كستنائي (لون)
D744	Missing in action	فقد في المعركة
D745	Center, Texas	سنتر (تكساس)
D746	Our Song	none
D747	Red-eye effect	تأثير العين الحمراء
D748	University of California, Santa Barbara	جامعة كاليفورنيا (سانتا باربرا)
D749	Saint Joseph's Day	none
D750	Bumblebee	نحل طنان
D751	Open carry in the United States	none
D752	French colonial empire	الإمبراطورية الفرنسية الاستعمارية
D753	Color motion picture film	none
D754	A Tale of Two Cities	قصة مدينتين
D755	Ashanti (entertainer)	none
D756	Data integrity	سلامة البيانات
D757	United States Army Air Forces	none
D758	Super Bowl XLV	none
D759	Freedom of Information Act (United States)	none
D760	European Union	الاتحاد الأوروبي
D761	Wales national rugby league team	none
D762	Cardiomyopathy	اعتلال عضلة القلب
D763	Fuck	فاك (كلمة)
D764	Passenger vehicles in the United States	none
D765	Medical laboratory	علم المختبرات السريرية
D766	List of poker hands	none
D767	Bruce Hornsby	none
D768	Agriculture in Cuba	none
D769	Mega Millions	none
D770	Death Note	مفكرة الموت
D771	Halloween	هالووين
D772	Taxicabs of New York City	none
D773	Xylem	نسيج وعائي خشبي
D774	Kobe Bryant	كوبي براينت
D775	Women's suffrage	تصويت النساء
D776	Hispanophone	none
D777	The Thirteenth Tale	none
D778	Jehovah's Witnesses	شهود يهوه
D779	Last Tango in Paris	لاست تانغو في باريس
D780	Windows XP	ويندوز إكس بي
D781	Por una Cabeza	none
D782	Baroreflex	none
D783	Spider (solitaire)	none
D784	1989 Loma Prieta earthquake	none
D785	Pawn (chess)	بيدق (شطرنج)
D786	Sexual orientation and military service	التوجه الجنسي والخدمة العسكرية
D787	Diaphragm pump	none
D788	Hydrogen production	إنتاج الهيدروجين
D789	Basis point	none
D790	British Royal Family	none
D791	Post-glacial rebound	ارتداد بعد جليدي
D792	Haiti	هايتي
D793	The Bloody Beetroots	none
D794	Debate	مناظرة
D795	Adam and Eve	none
D796	Pager	بيجر
D797	Reevesville, South Carolina	none
D798	Frida Kahlo	فريدا كاهلو
D799	Electric eel	أنقليس رعاد
D800	Oktoberfest	أوكتوبرفست
D801	Cheese	جبن
D802	List of regions in the human brain	none
D803	Legal citation signals	none
D804	Natchez, Mississippi	ناتشيز (مسيسيبي)
D805	Neil Armstrong	نيل آرمسترونغ
D806	Secretariat (horse)	none
D807	Madrid	مدريد
D808	Appian Way	طريق أبيا
D809	Rogue wave	none
D810	Line of succession to the British throne	none
D811	Montgomery Clift	مونتغومري كليفت
D812	Indian American	none
D813	WWE SmackDown	دبليو دبليو إي سماكداون
D814	War on Terror	الحرب على الإرهاب
D815	List of Young Justice episodes	none
D816	The Dukes of Hazzard	ذا دوكس اوف هازرد
D817	Causes of World War II	أسباب الحرب العالمية الثانية
D818	Harry S. Truman	هاري ترومان
D819	List of Greek mythological figures	قائمة آلهة الإغريق
D820	Mitsubishi Galant	ميتسوبيشي غالان
D821	Blood pressure	ضغط الدم
D822	Veto	حق النقض
D823	Illegal immigration to the United States	هجرة غير شرعية إلى الولايات المتحدة
D824	George O'Malley	none
D825	Sulfur dioxide	ثنائي أكسيد الكبريت
D826	Myasthenia Gravis	none
D827	Liquid-crystal display	شاشة العرض البلوري السائل
D828	The Borgata	none
D829	Stock transfer agent	none
D830	Vitamin	فيتامين
D831	Guinea pig	خنزير غينيا
D832	Love Canal	none
D833	Islam by country	الإسلام حسب البلد
D834	Rhode Island	رود آيلاند
D835	Dubai	دبي
D836	List of colleges and universities in Illinois	none
D837	Ancient egypt	none
D838	Tiger Woods PGA Tour 11	none
D839	Elvis Presley	إلفيس بريسلي
D840	Root beer	روت بير
D841	Ireland	جزيرة أيرلندا
D842	Fluorescence	فلورية
D843	Yankee Stadium	none
D844	Amaretto	none
D845	Informal logic	none
D846	Great Depression in the United States	none
D847	Turkey	تركيا
D848	Augusta, Georgia	أوغستا (جورجيا)
D849	Molex connector	none
D850	The Glades (TV series)	none
D851	Energy drink	مشروب الطاقة
D852	Chicago Blackhawks	شيكاغو بلاكهوكس
D853	Ferris Bueller's Day Off	إجازة فيريس بيولر
D854	Lent	الصوم الكبير
D855	Chernobyl disaster	كارثة تشيرنوبيل
D856	Subject complement	none
D857	Grammy Award records	none
D858	Eminem	إمينيم
D859	Singles Awareness Day	none
D860	Conservation of mass	قانون حفظ الكتلة
D861	Pig	خنزير
D862	Floppy disk	قرص مرن
D863	Cutter (baseball)	none
D864	Temple Owls	none
D865	What It Takes (song)	none
D866	Odysseus	أوديسيوس
D867	Sam Ruben	none
D868	Erie, Colorado	إري (كولورادو)
D869	PlayStation 3	بلاي ستيشن 3
D870	Starving Time	none
D871	Salvador Dalí	none
D872	Humanities	إنسانيات
D873	White House Christmas tree	none
D874	Culture	ثقافة
D875	American Revolution	الثورة الأمريكية
D876	List of sovereign states and dependent territories in North America	none
D877	sense	none
D878	How the West Was Won (film)	كيف غلب الغرب (فيلم)
D879	Afghan cuisine	none
D880	Volcanic pipe	أنبوب بركاني
D881	Spider	عنكبوت
D882	Grey's Anatomy	غريز أناتومي
D883	Schizophrenia	فصام
D884	Paul Snider	none
D885	Epic of Gilgamesh	ملحمة جلجامش
D886	Old age	كبر السن
D887	Eukaryote	حقيقيات النوى
D888	Internet fraud	احتيال الإنترنت
D889	International Security Assistance Force	قوات المساعدة الدولية لإرساء الأمن في أفغانستان
D890	Cocaine	كوكايين
D891	Tri-tip	none
D892	Willmar, Minnesota	ويلمر (مينيسوتا)
D893	Bicycle frame	هيكل الدراجة الهوائية
D894	List of Weeds episodes	none
D895	Pharmaceutical industry	صناعة الدواء
D896	Mercury-in-glass thermometer	مقياس حرارة زئبقي
D897	Graduate school	none
D898	Thank Me Later	none
D899	Microsoft	مايكروسوفت
D900	Pendulum	رقاص
D901	Blood type	فئات الدم
D902	41-foot Utility Boat, Large	none
D903	List of Star Wars novels	none
D904	Erykah Badu	إيريكاه بادو
D905	First Battle of Bull Run	معركة بول رن الأولى
D906	Weather	طقس
D907	List of awards and nominations received by Katy Perry	none
D908	List of countries where English is an official language	none
D909	Southern Cone	مخروط جنوبي
D910	Meeting	اجتماع
D911	Official game	none
D912	Telephone number	none
D913	Collection agency	none
D914	Cannabis (drug)	مرجوانا
D915	Disturbing tha Peace	none
D916	List of Washington Redskins starting quarterbacks	none
D917	Delta Force	قوة دلتا
D918	Radioactive decay	اضمحلال نشاط إشعاعي
D919	Waxing	none
D920	Great Britain	بريطانيا العظمى
D921	Culture of ancient Rome	ثقافة روما القديمة
D922	Duffy Waldorf	none
D923	Glass production	none
D924	Seawater	ماء البحر
D925	Battle of Fort Sumter	معركة فورت سمتر
D926	3G	جيل ثالث (اتصالات لاسلكية)
D927	Mazel tov	مازل توف
D928	Hepatitis C	التهاب الكبد C
D929	Flexible spending account	none
D930	Tennessee	تينيسي
D931	Seville	إشبيلية
D932	Cock ring	حلقات الديك
D933	Major league baseball	none
D934	Coatesville, Indiana	كواتيسفيل (إنديانا)
D935	Delaware	ديلاوير
D936	Energy transformation	تحول الطاقة
D937	Connective tissue	نسيج ضام
D938	List of amendments to the United States Constitution	قائمة تعديلات دستور الولايات المتحدة
D939	Fidelity Investments	فيديليتي للاستثمارات
D940	Jun-06	6 يونيو
D941	Sociology	علم الاجتماع
D942	Thunder	رعد
D943	Palma, Majorca	ميورقة (مدينة)
D944	Lex Luthor	ليكس لوثر
D945	Martin Luther King, Jr. Day	none
D946	April	أبريل
D947	Camera phone	none
D948	Superman: Whatever Happened to the Man of Tomorrow?	none
D949	Joyce Meyer	جويس ماير
D950	Korean War	الحرب الكورية
D951	Area code 949	none
D952	Eucharist in the Catholic Church	none
D953	List of colleges and universities in Louisiana	none
D954	Short story	قصة قصيرة
D955	Continual improvement process	كايزن
D956	Walter O'Malley	none
D957	Frank Lloyd Wright	فرانك لويد رايت
D958	Area code 810	none
D959	Raccoon	راكون شائع
D960	Maritime flag	none
D961	2010 Haiti earthquake	زلزال هايتي 2010
D962	Mister Ed	none
D963	Rapture	none
D964	Kris Humphries	كريس همفريز
D965	Philistines	فلستيون
D966	Armed Services Vocational Aptitude Battery	none
D967	Balance sheet	ميزانية عمومية
D968	.17 HMR	none
D969	Schaumburg Flyers	none
D970	Rachel Weisz	ريتشل وايز
D971	Platte River	none
D972	Potato bread	خبز البطاطا
D973	Pacific Time Zone	زمن منطقة المحيط الهادئ
D974	8-track tape	none
D975	Ramesses II	رمسيس الثاني
D976	Point (mortgage)	none
D977	Texas Rangers (baseball)	تكساس رنجر
D978	Julius caesar	none
D979	Languages of Nigeria	none
D980	Daucus carota	جزر شائع
D981	311 (band)	none
D982	Nelly Furtado	نيللي فرتادو
D983	Creatures of the Night	none
D984	Cy Young	ساي يونغ
D985	Somatosensory system	جهاز حسي جسدي
D986	Magnolia	ماغنوليا
D987	White Christmas (song)	none
D988	Cross-country skiing	none
D989	Use tax	none
D990	Fiscal year	سنة مالية
D991	Pulmonary hypertension	فرط ضغط الدم الرئوي
D992	Sanuk	none
D993	Array programming	none
D994	Annuity (US financial products)	none
D995	Rose is a rose is a rose is a rose	none
D996	Notary public	none
D997	List of federal judges appointed by Barack Obama	none
D998	List of airports in Mexico	none
D999	Agency debt	none
D1000	Nuclear power	طاقة نووية
D1001	Cold War	الحرب الباردة
D1002	Pikes Peak State Park	none
D1003	Zac Brown Band	none
D1004	Talk radio	none
D1005	HIPPA	none
D1006	Jakarta	جاكرتا
D1007	Air conditioning	تكييف الهواء
D1008	Democratic Party (United States)	الحزب الديمقراطي (الولايات المتحدة)
D1009	6 Foot 7 Foot	none
D1010	DC Talk	none
D1011	Chapters and verses of the Bible	none
D1012	Index (publishing)	تكشيف
D1013	The NeverEnding Story (song)	none
D1014	Limestone	حجر جيري
D1015	Suspicious activity report	none
D1016	Facebook	فيس بوك
D1017	Sulfonamide (medicine)	سلفوناميد (صيدلة)
D1018	List of George Lopez characters	none
D1019	Domestic goose	إوز مستأنس
D1020	Risk of infection	none
D1021	30 Seconds to Mars	none
D1022	A Christmas Story	none
D1023	Joe's Crab Shack	none
D1024	New York Passenger Ship Terminal	none
D1025	List of NCIS characters	none
D1026	Christian right	يمين مسيحي
D1027	Leaving Las Vegas	مغادرة لاس فيغاس (فيلم)
D1028	Coordinate-measuring machine	none
D1029	Far east movement	none
D1030	LR44 battery	none
D1031	Hurricane Katrina	إعصار كاترينا
D1032	Stereotype	صورة نمطية
D1033	Assist (basketball)	none
D1034	Mill (currency)	none
D1035	Plate tectonics	الصفائح التكتونية
D1036	Greco-Persian Wars	الحروب الفارسية اليونانية
D1037	Hooverville	none
D1038	South America	أمريكا الجنوبية
D1039	Day care	none
D1040	Discovery of Neptune	اكتشاف نبتون
D1041	Matt Hasselbeck	none
D1042	What Separates Me from You	none
D1043	Information and communications technology	تكنولوجيا المعلومات والاتصالات
D1044	Plum pudding model	نموذج طومسون للذرة
D1045	Bacon	باكون
D1046	Employee Retirement Income Security Act	none
D1047	Alvin Independent School District	none
D1048	Geology of Mars	جيولوجيا المريخ
D1049	Ulnar nerve	عصب زندي
D1050	Hogwarts	هوغوورتس
D1051	Subprime mortgage crisis	أزمة الرهن العقاري
D1052	Harley-Davidson	هارلي-ديفيدسون
D1053	Myers-Briggs Type Indicator	none
D1054	Judas (song)	none
D1055	Marvin Gaye	مارفين غاي
D1056	Academy Award for Best Picture	جائزة الأوسكار لأفضل فيلم
D1057	Heavy Rain	هيفي رين
D1058	Superannuation in Australia	none
D1059	Flea	برغوثيات
D1060	List of The Game characters	none
D1061	United States presidential election, 2008	انتخابات الرئاسة الأمريكية 2008
D1062	Electoral College (United States)	المجمع الانتخابي (الولايات المتحدة)
D1063	Barack Obama	باراك أوباما
D1064	Honda CBR1100XX	none
D1065	Electronic health record	سجل طبي إلكتروني
D1066	The Rime of the Ancient Mariner	قصيدة البحار العجوز
D1067	Freddie Mercury	فريدي ميركوري
D1068	Lutheranism	لوثرية
D1069	Proxy auto-config	none
D1070	Zendaya	زيندايا
D1071	List of airports in Pennsylvania	none
D1072	IOS	آي أو إس
D1073	Disney Channel	قناة ديزني
D1074	Accounts receivable	حساب مدين
D1075	Spoiler (automotive)	none
D1076	Shoulder problem	none
D1077	List of video games featuring Mario	قائمة ألعاب الفيديو التي تضم ماريو
D1078	Man of Constant Sorrow	none
D1079	Category:Cities in Orange County, California	تصنيف:مدن في مقاطعة أورانج، كاليفورنيا
D1080	Volt	فولت
D1081	Assassination of Archduke Franz Ferdinand of Austria	اغتيال الأرشيدوق النمساوي فرانز فرديناند
D1082	Mission San Juan Capistrano	none
D1083	Better Off Dead (film)	none
D1084	Wasp	زنبار
D1085	Mercedes-Benz Superdome	ملعب مرسيدس بنز سوبردوم
D1086	Disney's Animal Kingdom Lodge	none
D1087	People's Party (United States)	none
D1088	1999 Oklahoma tornado outbreak	none
D1089	Coat of arms of the Bahamas	none
D1090	Events leading to the attack on Pearl Harbor	none
D1091	Stapler	دباسة
D1092	Hairspray (2007 film)	مثبتات الشعر (فيلم)
D1093	Swallowing	بلع
D1094	Thaddeus Stevens	ثاديوس ستيفنز
D1095	List of Jem characters	none
D1096	Translation (biology)	ترجمة (وراثة)
D1097	Multimedia Messaging Service	خدمة رسائل الوسائط المتعددة
D1098	Smallpox	جدري
D1099	I Want to Hold Your Hand	none
D1100	Gasser (car)	none
D1101	Electrocardiography	تخطيط كهربائية القلب
D1102	Berlin Blockade	حصار برلين
D1103	The Walt Disney Company	شركة والت ديزني
D1104	Political party strength in U.S. states	none
D1105	Biodiesel	ديزل حيوي
D1106	Proud Mary	none
D1107	Muslim world	عالم إسلامي
D1108	Falklands War	حرب الفوكلاند
D1109	A Change Is Gonna Come	none
D1110	Crocodile	تمساح
D1111	Geothermal energy	طاقة حرارية جوفية
D1112	Erosion	تعرية
D1113	Ownership	none
D1114	Albany, Oregon	ألباني (أوريغون)
D1115	Immigration to the United States	هجرة إلى الولايات المتحدة
D1116	Drywall	none
D1117	What's My Name? (Rihanna song)	واتز ماي نايم؟ (أغنية ريانا)
D1118	Mathematical constant	ثابت رياضي
D1119	United States Senate elections, 2010	none
D1120	Solstice	انقلاب شمسي
D1121	Jerry Lee Lewis	جيري لي لويس
D1122	Emancipation Proclamation	إعلان تحرير العبيد
D1123	Sucker Punch (film)	none
D1124	Digital camera	كاميرا رقمية
D1125	Forensic facial reconstruction	none
D1126	Web server	خادم ويب
D1127	American Red Cross	الصليب الأحمر الأمريكي
D1128	Prohibition	منع الكحول
D1129	Rooster	ديك
D1130	Pokémon Trading Card Game	none
D1131	Land Rover	لاند روفر
D1132	List of Bleach episodes (season 9)	none
D1133	East Coast of the United States	none
D1134	Sertraline	سيرترالين
D1135	Independence Day (United States)	يوم الاستقلال (الولايات المتحدة)
D1136	The Five Heartbeats	none
D1137	Automotive battery	بطارية السيارة
D1138	Glen Burnie, Maryland	none
D1139	Full-time	none
D1140	Subtractive color	لون طرحي
D1141	Ionosphere	غلاف أيوني
D1142	Controlled Substances Act	none
D1143	Maya numerals	أرقام المايا
D1144	Schroeder (Peanuts)	none
D1145	Usenet newsgroup	none
D1146	Glutamine	جلوتامين
D1147	List of Greek and Latin roots in English	none
D1148	Lyndon B. Johnson	ليندون جونسون
D1149	Progesterone	بروجستيرون
D1150	Big Bird	none
D1151	Webtrends	none
D1152	Breast implant	زرع الثدي
D1153	Second Crusade	الحملة الصليبية الثانية
D1154	Walmart	وول مارت
D1155	Methamphetamine	ميثامفيتامين
D1156	Gary Moore	غاري مور
D1157	Mini-DIN connector	none
D1158	Web hosting service	استضافة الويب
D1159	Obstetrics	طب التوليد
D1160	Baptism	معمودية
D1161	Zach Thomas	none
D1162	Moth	عثة
D1163	Wright brothers	الأخوان رايت
D1164	Graphical user interface	واجهة مستخدم رسومية
D1165	African American	none
D1166	America's Next Top Model, Cycle 12	none
D1167	ExxonMobil	إكسون موبيل
D1168	Globe Theatre	مسرح جلوب
D1169	It's a Wonderful Life	إنها حياة رائعة
D1170	Data warehouse	مستودع البيانات
D1171	Quarry	مقلع (طبوغرافية)
D1172	MIT Sloan School of Management	none
D1173	Mormons	مورمون
D1174	Banana connector	none
D1175	Asset	أصول
D1176	Paracelsus	باراسيلسوس
D1177	Trojan War	حصار طروادة
D1178	Letterboxing (filming)	none
D1179	Neuron	عصبون
D1180	Super Bowl XLIII	none
D1181	People meter	none
D1182	Bryophyte	البريويات
D1183	Semicolon	فاصلة منقوطة
D1184	Bank	مصرف (أموال)
D1185	Xbox	إكس بوكس (علامة)
D1186	Gospel of john	none
D1187	England	إنجلترا
D1188	Plagues of Egypt	ضربات مصر
D1189	Role-playing game	لعبة تقمص أدوار
D1190	World's busiest airport	none
D1191	Blu-ray Disc	none
D1192	Deepwater Horizon oil spill	التسرب النفطي في خليج المكسيك 2010
D1193	Where the Streets Have No Name	none
D1194	Tom Hanks	توم هانكس
D1195	The Cape (2011 TV series)	none
D1196	Halley's Comet	مذنب هالي
D1197	List of United States cities by population	قائمة مدن الولايات المتحدة حسب عدد السكان
D1198	Mayflower	سفينة المايفلاور
D1199	Forward (association football)	مهاجم (كرة قدم)
D1200	Domestic partnership in California	none
D1201	Mark Jackson (basketball)	مارك جاكسون (كرة سلة)
D1202	Languages of South Africa	none
D1203	Aluminium nitrate	نترات الألومنيوم
D1204	New York Jets	none
D1205	Psilocybin mushroom	none
D1206	Kuch Kuch Hota Hai	كوتش كوتش هوتا هي (فيلم هندي)
D1207	Alaska	ألاسكا
D1208	Arrondissements of France	دوائر إدارية فرنسية
D1209	Pressure washer	none
D1210	VAGINA	none
D1211	Cincinnati Reds	none
D1212	Stink bomb	قنبلة الرائحة الكريهة
D1213	Black Velvet (song)	none
D1214	Master Cleanse	none
D1215	A picture is worth a thousand words	none
D1216	Economy of the Netherlands	اقتصاد هولندا
D1217	Fugitive Slave Act of 1850	none
D1218	Loyal to the Game	none
D1219	Heritability	وروثية
D1220	The View (U.S. TV series)	none
D1221	John Colter	none
D1222	Prunus virginiana	none
D1223	Los Angeles International Airport	مطار لوس أنجلوس الدولي
D1224	Peyton Manning	none
D1225	Baker Hughes	none
D1226	Penny (United States coin)	none
D1227	Koi	كوي
D1228	American Federation of Government Employees	none
D1229	Crystallization	تبلور
D1230	Evolutionary history of plants	تطور النباتات
D1231	List of Super Bowl champions	none
D1232	Christianity in Africa	المسيحية في أفريقيا
D1233	Martin County, Texas	مقاطعة مارتن (تكساس)
D1234	Alkaline phosphatase	فوسفاتاز قلوي
D1235	Triticale	شيقم
D1236	Puff, the Magic Dragon	none
D1237	College football national championships in NCAA Division I FBS	none
D1238	Milwaukee Brewers	none
D1239	Washington Nationals	none
D1240	Contingent fee	none
D1241	Doctor of Osteopathic Medicine	دكتوراه في تقويم العظام
D1242	Convocation	none
D1243	Sons of Anarchy	أبناء الفوضى
D1244	Grímsvötn	none
D1245	Vetting	none
D1246	Thomas Jefferson	توماس جفرسون
D1247	Free Soil Party	none
D1248	Caesars Entertainment Corporation	none
D1249	Permanent resident (Canada)	none
D1250	Erica Kane	none
D1251	Consumer Price Index	none
D1252	Knocking on wood	none
D1253	Rocker arm	none
D1254	The Night the Lights Went Out in Georgia	none
D1255	Union (set theory)	اتحاد (نظرية المجموعات)
D1256	List of Schedule II drugs (US)	none
D1257	Return address	none
D1258	Steven Adler	none
D1259	Nerve guidance conduit	none
D1260	European Theatre of World War II	none
D1261	Hardcore Pawn	none
D1262	Amoxicillin	أموكسيسيلين
D1263	List of The Big Bang Theory characters	none
D1264	Human evolution	تطور الإنسان
D1265	Lisa Cuddy	none
D1266	Track and field	سباقات المضمار والميدان
D1267	Operation Torch	عملية الشعلة
D1268	Chevrolet Corvette (C5)	شيفروليه كورفيت سي5
D1269	Nickel (United States coin)	نيكل (عملة أمريكية)
D1270	Stand by Me (song)	none
D1271	Flower	زهرة (نبات)
D1272	McDonnell Douglas F-15 Eagle	إف-15 إيغل
D1273	Assassination of Abraham Lincoln	اغتيال أبراهام لينكون
D1274	Mimio	none
D1275	Rahab	راحاب
D1276	ARB	none
D1277	Organization of American States	منظمة الدول الأمريكية
D1278	Data deduplication	none
D1279	Christopher Columbus	كريستوفر كولومبوس
D1280	Boxer (dog)	كلب البوكسر
D1281	Serial ATA	ساتا
D1282	History of the Internet	تاريخ الإنترنت
D1283	The Gift (Susan Boyle album)	none
D1284	This Is Just To Say	none
D1285	Royal Standard of the United Kingdom	none
D1286	Brian Williams	برايان ويليامز
D1287	Albus Dumbledore	ألباس دمبلدور
D1288	Calcitonin	كالسيتونين
D1289	Mousepad	none
D1290	Riverfront Stadium	none
D1291	Nexen Tire	none
D1292	Silent majority	none
D1293	Atmosphere of Mercury	none
D1294	Lateral aperture	none
D1295	Monkeys in space	none
D1296	RAID	ريد
D1297	Pork chop	none
D1298	Lymphocyte	خلية لمفاوية
D1299	The Big Lebowski	ليباوسكي الكبير
D1300	Severus Snape	سيفروس سنيب
D1301	Grits	none
D1302	Human chorionic gonadotropin	موجهة الغدد التناسلية المشيمائية
D1303	Westminster Abbey	دير وستمنستر
D1304	Ombudsman	ديوان المظالم
D1305	New England	نيو إنجلاند
D1306	Emergency!	none
D1307	Eastern Time Zone	منطقة زمنية شرقية
D1308	Periodic table	جدول دوري
D1309	Minecraft	ماين كرافت
D1310	The Dark Knight (film)	فارس الظلام
D1311	Timeline of radio	none
D1312	Sydney Opera House	دار أوبرا سيدني
D1313	Body mass index	مؤشر كتلة الجسم
D1314	Thomas Paine	توماس بين
D1315	Clinical trial	تجربة سريرية
D1316	Stanza	دور (شعر)
D1317	Barney Stinson	none
D1318	Green Bay Packers	غرين باي باكرز
D1319	Ethanol fuel	إيثانول حيوي
D1320	Price ceiling	none
D1321	Super Bowl XLI	none
D1322	Renée Zellweger	none
D1323	Ossicles	عظيمات
D1324	New Covenant	الوعد الجديد
D1325	List of people pardoned or granted clemency by the President of the United States	none
D1326	Plant stem	ساق نبات
D1327	Tampa, Florida	تامبا (فلوريدا)
D1328	Specialist (rank)	none
D1329	Chevrolet Cavalier	none
D1330	AT&T Mobility	none
D1331	Martin Luther King, Jr.	none
D1332	Major League Baseball Most Valuable Player Award	none
D1333	Tiger	ببر
D1334	Childbirth	ولادة
D1335	Linen	كتان (قماش)
D1336	Wii MotionPlus	none
D1337	Majulah Singapura	إلى الأمام سنغافورة
D1338	Shipbuilding	بناء السفن
D1339	Wakonda, South Dakota	واكوندا (داكوتا الجنوبية)
D1340	Nintendo DS storage devices	none
D1341	Japanese American	none
D1342	Church of Christ	none
D1343	List of Billboard Hot 100 chart achievements and milestones	none
D1344	V (2009 TV series)	في (مسلسل 2009)
D1345	Geocaching	هواية العثور على المخابئ
D1346	Boogie Down Productions	none
D1347	Municipal bond	none
D1348	Gimme Some Lovin'	none
D1349	SpongeBob SquarePants	سبونج بوب سكوير بانتس
D1350	Internet Movie Database	none
D1351	Pulmonary alveolus	حويصلة هوائية
D1352	Host adapter	none
D1353	Cashmere wool	كشمير (نسيج)
D1354	Jennifer Convertibles	none
D1355	Egg roll	none
D1356	Pain and suffering	none
D1357	Medallion signature guarantee	none
D1358	Grease (film)	غريس (فيلم)
D1359	Board of Directors	none
D1360	General Motors streetcar conspiracy	none
D1361	2010 FIFA World Cup	كأس العالم لكرة القدم 2010
D1362	American colonial architecture	عمارة استعمارية
D1363	In the Mood	none
D1364	Gramophone record	none
D1365	Active learning	تعلم نشط
D1366	Grassland	أرض عشبية
D1367	Balanced budget	none
D1368	Henna	الحناء
D1369	Thin film	غشاء رقيق
D1370	Gears of War	غيرز أوف وور (سلسلة)
D1371	Glossary of cycling	none
D1372	A Tree Grows in Brooklyn (novel)	شجرة تنبت في بروكلين
D1373	I Wanna Dance with Somebody (Who Loves Me)	none
D1374	Tropics	منطقة استوائية
D1375	Avocado	أفوكادو
D1376	Michael Teutul	none
D1377	What You Need	none
D1378	Playhouse Square Center	none
D1379	Airbag	وسادة هوائية
D1380	IRS tax forms	none
D1381	Driver's license in the United States	none
D1382	List of Chinese inventions	none
D1383	Globalization	عولمة
D1384	The Replacements (film)	none
D1385	American Airlines destinations	none
D1386	Day-O (The Banana Boat Song)	none
D1387	Nurse Jackie	none
D1388	Keeping Up with the Kardashians	none
D1389	Certificate of Occupancy	none
D1390	Afghanistan	أفغانستان
D1391	Cost of goods sold	none
D1392	Confectionery store	none
D1393	Qing Dynasty	none
D1394	Youtube	none
D1395	Tire	إطار مطاطي
D1396	Joseph Warren	none
D1397	What Would You Do? (City High song)	none
D1398	Organic semiconductor	none
D1399	FIFA Women's World Cup	كأس العالم لكرة القدم للسيدات
D1400	Scorpions (novel)	none
D1401	Mouth	فم
D1402	Son of man	ابن الإنسان (لقب)
D1403	Dell Inspiron	none
D1404	Texas	تكساس
D1405	Fox hunting	صيد الثعالب
D1406	United States cities by crime rate	none
D1407	Tobacco advertising	none
D1408	Bally Technologies	none
D1409	Inferno (Dante)	الجحيم (دانتي)
D1410	Smirnoff	none
D1411	The Matrix	الماتريكس (فيلم)
D1412	Six sigma	none
D1413	Big Brown	none
D1414	Serenity Prayer	none
